payment_id,trip_id,payment_method,payment_date,amount,payment_status
980,980,apple pay,2023/04/22 16:26:36,12.71,approved
981,981,google pay,2023/02/20 20:31:24,14.14,approved
982,982,credit card,2023/07/08 16:12:12,38.00,approved
983,983,google pay,2023/02/12 16:41:00,12.25,approved
984,984,paypal,2023/01/12 14:45:48,27.37,approved
985,985,debit card,2023/01/19 18:50:36,27.23,approved
986,986,paypal,2023/06/08 17:09:48,14.87,approved
987,987,google pay,2023/06/02 09:43:24,12.38,approved
988,988,apple pay,2023/06/12 14:17:00,35.49,approved
989,989,google pay,2023/01/13 21:14:36,32.86,approved
990,990,apple pay,2024/05/12 17:24:12,28.47,approved
991,991,credit card,2023/01/19 10:55:24,9.21,approved
992,992,google pay,2023/12/15 10:12:12,15.26,approved
993,993,google pay,2023/01/02 11:09:48,42.68,approved
994,994,paypal,2024/04/02 17:53:00,24.63,approved
995,995,credit card,2024/02/16 14:17:00,41.93,approved
996,996,paypal,2023/05/14 16:41:00,51.10,approved
997,997,apple pay,2024/05/17 17:53:00,47.23,approved
998,998,debit card,2023/09/26 21:14:36,30.15,approved
999,999,google pay,2023/10/09 10:26:36,39.30,approved
1000,1000,credit card,2024/02/01 13:19:24,16.60,approved
1001,1001,google pay,2023/02/07 18:36:12,49.73,approved
1002,1002,apple pay,2023/01/09 16:41:00,18.63,approved
1003,1003,paypal,2023/08/08 15:57:48,35.42,approved
1004,1004,apple pay,2023/07/31 09:57:48,28.40,approved
1005,1005,credit card,2023/06/11 10:41:00,45.23,approved
1006,1006,apple pay,2023/08/25 16:26:36,53.41,approved
1007,1007,google pay,2024/04/28 10:26:36,36.78,approved
1008,1008,credit card,2023/07/21 10:26:36,12.22,approved
1009,1009,apple pay,2023/03/19 14:17:00,41.14,approved
1010,1010,debit card,2023/12/24 09:43:24,38.23,approved
1011,1011,credit card,2024/04/26 16:12:12,20.27,approved
1012,1012,google pay,2023/06/22 14:17:00,20.05,approved
1013,1013,apple pay,2024/05/15 10:26:36,31.98,approved
1014,1014,paypal,2023/01/04 16:55:24,9.68,approved
1015,1015,apple pay,2024/02/22 21:00:12,31.08,approved
1016,1016,apple pay,2023/07/07 16:26:36,46.36,approved
1017,1017,debit card,2024/03/14 11:24:12,31.98,approved
1018,1018,paypal,2024/04/06 10:55:24,18.84,approved
1019,1019,apple pay,2023/11/28 08:02:36,23.24,approved
1020,1020,google pay,2023/09/19 20:45:48,11.12,approved
1021,1021,credit card,2023/03/27 21:00:12,31.84,approved
1022,1022,apple pay,2023/06/01 11:24:12,22.44,approved
1023,1023,apple pay,2024/01/18 17:24:12,19.10,approved
1024,1024,debit card,2023/07/06 21:00:12,36.81,approved
1025,1025,paypal,2023/11/15 19:19:24,49.61,approved
1026,1026,debit card,2023/12/10 17:09:48,18.54,approved
1027,1027,paypal,2024/05/07 12:21:48,33.87,approved
1028,1028,credit card,2023/02/15 17:53:00,17.49,approved
1029,1029,google pay,2023/05/13 16:12:12,18.48,approved
1030,1030,paypal,2023/11/03 08:17:00,17.58,approved
1031,1031,credit card,2023/02/05 20:31:24,27.05,approved
1032,1032,paypal,2024/03/02 09:57:48,8.20,approved
1033,1033,debit card,2023/09/11 20:45:48,19.10,approved
1034,1034,google pay,2023/08/27 18:07:24,10.43,approved
1035,1035,apple pay,2023/01/22 16:12:12,34.56,approved
1036,1036,google pay,2023/06/10 16:12:12,49.98,approved
1037,1037,credit card,2024/03/04 12:21:48,24.44,approved
1038,1038,credit card,2024/04/05 17:24:12,27.39,approved
1039,1039,apple pay,2024/01/24 09:00:12,0.00,cancelled
1040,1040,google pay,2023/10/27 08:45:48,23.71,approved
1041,1041,credit card,2023/04/24 07:48:12,28.66,approved
1042,1042,paypal,2023/08/22 17:38:36,9.66,pending
1043,1043,apple pay,2024/05/06 14:31:24,32.18,approved
1044,1044,credit card,2024/05/13 10:55:24,34.39,approved
1045,1045,paypal,2023/08/22 21:00:12,21.10,approved
1046,1046,google pay,2023/12/11 20:17:00,9.34,approved
1047,1047,debit card,2023/10/11 14:02:36,27.41,approved
1048,1048,google pay,2023/06/02 16:12:12,13.00,pending
1049,1049,paypal,2023/11/26 10:55:24,0.00,cancelled
1050,1050,google pay,2023/01/22 17:38:36,15.08,approved
1051,1051,debit card,2023/10/18 15:14:36,14.90,approved
1052,1052,credit card,2024/01/02 21:57:48,0.00,cancelled
1053,1053,debit card,2023/12/05 11:24:12,15.80,approved
1054,1054,apple pay,2023/07/01 13:48:12,21.92,approved
1055,1055,debit card,2023/06/13 13:19:24,15.30,approved
1056,1056,google pay,2024/03/25 21:43:24,33.86,approved
1057,1057,paypal,2023/03/21 13:05:00,14.82,approved
1058,1058,credit card,2024/01/10 12:07:24,26.15,approved
1059,1059,apple pay,2024/02/09 21:43:24,8.14,approved
1060,1060,credit card,2023/12/18 20:45:48,24.42,pending
1061,1061,paypal,2023/03/24 19:05:00,6.38,approved
1062,1062,credit card,2023/09/06 07:05:00,55.92,approved
1063,1063,credit card,2023/07/02 17:38:36,24.33,approved
1064,1064,google pay,2024/01/27 13:48:12,36.42,approved
1065,1065,apple pay,2023/03/08 14:45:48,18.97,approved
1066,1066,google pay,2023/06/20 15:00:12,14.83,approved
1067,1067,credit card,2024/01/18 18:36:12,14.94,approved
1068,1068,paypal,2023/10/16 19:48:12,21.22,approved
1069,1069,debit card,2024/03/09 11:38:36,24.89,approved
1070,1070,google pay,2023/09/13 13:48:12,19.59,approved
1071,1071,paypal,2023/03/06 14:02:36,22.48,approved
1072,1072,google pay,2023/07/31 18:21:48,22.53,pending
1073,1073,paypal,2023/07/08 16:26:36,14.05,approved
1074,1074,paypal,2023/02/06 20:45:48,35.64,pending
1075,1075,google pay,2023/06/24 14:17:00,25.74,approved
1076,1076,credit card,2024/03/13 13:33:48,12.00,approved
1077,1077,apple pay,2023/12/18 21:00:12,14.84,approved
1078,1078,google pay,2023/08/28 18:07:24,26.20,approved
1079,1079,apple pay,2024/05/03 14:17:00,17.20,approved
1080,1080,credit card,2024/04/16 09:29:00,42.66,approved
1081,1081,google pay,2023/07/17 19:48:12,8.92,approved
1082,1082,credit card,2024/02/15 18:36:12,41.42,approved
1083,1083,credit card,2023/02/02 08:31:24,31.86,approved
1084,1084,google pay,2023/01/27 17:24:12,6.54,pending
1085,1085,credit card,2023/07/18 10:41:00,31.07,approved
1086,1086,google pay,2023/02/05 20:02:36,13.68,pending
1087,1087,debit card,2024/04/16 19:19:24,12.37,pending
1088,1088,paypal,2024/05/01 21:29:00,22.19,approved
1089,1089,google pay,2023/02/17 14:17:00,55.74,pending
1090,1090,debit card,2023/10/18 12:07:24,11.61,approved
1091,1091,paypal,2023/12/24 09:14:36,0.00,cancelled
1092,1092,google pay,2023/01/04 14:02:36,24.98,pending
1093,1093,credit card,2023/03/26 12:21:48,6.82,approved
1094,1094,paypal,2023/10/14 16:26:36,33.60,approved
1095,1095,credit card,2024/02/02 20:02:36,20.80,approved
1096,1096,credit card,2023/04/04 07:48:12,19.53,approved
1097,1097,paypal,2023/07/06 15:57:48,19.54,approved
1098,1098,paypal,2023/06/01 08:45:48,31.22,approved
1099,1099,apple pay,2023/04/10 13:33:48,10.74,approved
1100,1100,credit card,2024/03/15 10:41:00,19.83,approved
1101,1101,debit card,2023/08/12 09:14:36,8.85,approved
1102,1102,apple pay,2023/04/01 14:17:00,17.44,approved
1103,1103,paypal,2023/07/24 17:24:12,22.07,approved
1104,1104,debit card,2024/04/24 15:00:12,45.25,approved
1105,1105,google pay,2023/11/16 21:57:48,28.69,pending
1106,1106,debit card,2023/12/08 21:00:12,26.63,approved
1107,1107,google pay,2023/07/22 12:07:24,12.35,pending
1108,1108,paypal,2023/07/28 09:57:48,12.22,approved
1109,1109,paypal,2023/10/18 09:14:36,26.81,approved
1110,1110,debit card,2023/07/25 10:55:24,20.41,approved
1111,1111,google pay,2023/03/20 13:05:00,33.04,approved
1112,1112,paypal,2023/04/18 08:17:00,31.18,approved
1113,1113,credit card,2024/01/23 15:14:36,8.27,approved
1114,1114,paypal,2023/07/09 19:48:12,24.24,approved
1115,1115,credit card,2024/03/29 10:26:36,18.45,approved
1116,1116,credit card,2023/03/24 18:07:24,46.33,approved
1117,1117,credit card,2023/07/30 11:53:00,0.00,cancelled
1118,1118,google pay,2024/04/06 20:17:00,35.29,approved
1119,1119,google pay,2024/04/12 13:48:12,42.70,approved
1120,1120,debit card,2024/01/24 18:50:36,6.95,approved
1121,1121,debit card,2023/05/06 13:19:24,13.14,approved
1122,1122,apple pay,2024/02/05 09:00:12,9.32,approved
1123,1123,paypal,2023/07/24 16:55:24,17.84,pending
1124,1124,credit card,2023/03/21 17:38:36,27.98,approved
1125,1125,paypal,2023/06/29 07:19:24,11.16,approved
1126,1126,google pay,2023/10/14 13:48:12,22.43,approved
1127,1127,debit card,2023/05/05 12:36:12,18.67,pending
1128,1128,paypal,2023/01/04 07:05:00,25.49,approved
1129,1129,google pay,2023/05/01 13:05:00,21.18,approved
1130,1130,paypal,2024/01/29 10:55:24,13.60,pending
1131,1131,paypal,2024/05/22 10:12:12,36.45,approved
1132,1132,google pay,2024/05/12 13:48:12,36.39,pending
1133,1133,paypal,2024/04/08 07:33:48,32.80,approved
1134,1134,credit card,2023/08/09 20:31:24,12.56,approved
1135,1135,paypal,2023/01/28 16:55:24,13.88,approved
1136,1136,debit card,2023/08/24 21:29:00,32.02,approved
1137,1137,google pay,2024/01/17 19:48:12,35.46,approved
1138,1138,google pay,2023/07/06 17:38:36,13.86,approved
1139,1139,paypal,2024/03/03 22:12:12,42.72,approved
1140,1140,debit card,2024/03/15 21:00:12,47.35,approved
1141,1141,credit card,2023/03/16 11:53:00,17.51,approved
1142,1142,debit card,2023/08/13 22:12:12,15.99,approved
1143,1143,credit card,2023/03/17 21:00:12,16.44,approved
1144,1144,paypal,2023/06/30 20:31:24,23.81,approved
1145,1145,paypal,2024/01/22 17:53:00,9.26,approved
1146,1146,google pay,2024/02/27 13:05:00,8.66,approved
1147,1147,paypal,2023/08/16 08:02:36,8.66,approved
1148,1148,paypal,2023/08/10 14:02:36,40.35,approved
1149,1149,debit card,2024/05/17 13:33:48,54.52,approved
1150,1150,apple pay,2023/03/08 16:41:00,7.57,approved
1151,1151,google pay,2023/06/15 21:29:00,41.42,approved
1152,1152,credit card,2023/03/27 15:57:48,0.00,cancelled
1153,1153,credit card,2023/09/17 15:57:48,46.01,approved
1154,1154,credit card,2023/09/22 07:33:48,24.01,approved
1155,1155,paypal,2023/10/21 21:29:00,12.93,approved
1156,1156,paypal,2023/05/18 09:57:48,13.02,approved
1157,1157,google pay,2023/10/21 08:17:00,24.28,approved
1158,1158,credit card,2023/09/30 18:21:48,22.41,approved
1159,1159,apple pay,2023/05/20 13:05:00,13.99,approved
1160,1160,debit card,2023/09/24 21:00:12,12.33,approved
1161,1161,google pay,2023/06/02 17:24:12,13.82,approved
1162,1162,apple pay,2023/01/25 09:43:24,42.42,approved
1163,1163,google pay,2023/11/27 20:02:36,55.96,approved
1164,1164,credit card,2024/04/06 09:14:36,25.89,approved
1165,1165,apple pay,2024/04/28 10:12:12,30.06,approved
1166,1166,debit card,2023/05/06 17:38:36,11.13,approved
1167,1167,google pay,2024/02/14 17:24:12,16.18,approved
1168,1168,credit card,2024/03/17 15:14:36,39.17,approved
1169,1169,apple pay,2023/08/10 07:05:00,12.66,approved
1170,1170,debit card,2023/07/28 21:14:36,20.32,approved
1171,1171,debit card,2023/11/30 16:41:00,17.39,approved
1172,1172,paypal,2023/08/13 15:14:36,16.62,approved
1173,1173,paypal,2024/01/03 18:50:36,24.83,approved
1174,1174,debit card,2023/06/24 10:26:36,17.61,approved
1175,1175,apple pay,2024/02/28 09:14:36,18.44,approved
1176,1176,apple pay,2023/05/31 17:24:12,28.56,approved
1177,1177,apple pay,2023/12/01 18:21:48,8.32,approved
1178,1178,apple pay,2023/08/11 11:38:36,14.79,approved
1179,1179,paypal,2023/05/19 13:19:24,53.22,approved
1180,1180,apple pay,2023/09/22 16:41:00,37.36,approved
1181,1181,paypal,2024/04/01 09:14:36,27.82,approved
1182,1182,google pay,2023/03/11 16:55:24,12.82,approved
1183,1183,paypal,2024/03/22 08:45:48,46.33,approved
1184,1184,debit card,2024/04/03 15:57:48,29.26,approved
1185,1185,paypal,2023/04/05 14:45:48,0.00,cancelled
1186,1186,google pay,2024/05/21 16:12:12,41.79,approved
1187,1187,credit card,2023/05/11 18:36:12,9.94,approved
1188,1188,paypal,2023/11/17 16:26:36,55.67,approved
1189,1189,apple pay,2023/04/27 11:09:48,15.78,approved
1190,1190,debit card,2023/03/16 10:12:12,19.71,approved
1191,1191,apple pay,2024/02/16 20:31:24,13.13,approved
1192,1192,credit card,2023/08/10 15:29:00,36.66,approved
1193,1193,debit card,2023/09/08 15:43:24,18.70,approved
1194,1194,apple pay,2023/02/09 16:55:24,37.95,approved
1195,1195,google pay,2023/09/22 19:33:48,10.46,approved
1196,1196,debit card,2024/04/15 09:43:24,12.39,pending
1197,1197,credit card,2024/03/31 22:41:00,46.14,approved
1198,1198,debit card,2023/12/08 17:53:00,22.28,pending
1199,1199,paypal,2024/03/27 20:45:48,25.88,approved
1200,1200,credit card,2023/09/28 12:50:36,18.30,pending
1201,1201,credit card,2024/02/07 13:48:12,15.02,pending
1202,1202,paypal,2023/12/05 22:26:36,29.34,approved
1203,1203,debit card,2024/03/27 16:12:12,19.53,pending
1204,1204,debit card,2023/02/13 13:33:48,8.89,approved
1205,1205,credit card,2023/01/25 19:05:00,20.26,approved
1206,1206,google pay,2023/03/29 14:45:48,14.06,pending
1207,1207,google pay,2024/02/08 07:33:48,39.13,pending
1208,1208,google pay,2024/02/08 19:19:24,51.21,approved
1209,1209,paypal,2024/01/31 14:45:48,14.24,approved
1210,1210,debit card,2023/08/20 13:19:24,15.17,pending
1211,1211,debit card,2023/08/03 21:00:12,8.11,approved
1212,1212,debit card,2024/04/06 08:17:00,23.32,approved
1213,1213,apple pay,2023/08/10 16:12:12,24.93,approved
1214,1214,google pay,2024/04/10 22:26:36,27.31,approved
1215,1215,google pay,2023/04/21 09:00:12,39.95,approved
1216,1216,google pay,2023/04/12 14:45:48,15.13,approved
1217,1217,paypal,2023/10/27 15:57:48,25.73,approved
1218,1218,apple pay,2024/02/29 20:02:36,0.00,cancelled
1219,1219,credit card,2023/01/13 11:53:00,51.04,pending
1220,1220,paypal,2023/03/18 10:12:12,14.15,pending
1221,1221,apple pay,2023/07/01 06:50:36,41.06,approved
1222,1222,google pay,2023/09/02 14:45:48,25.55,approved
1223,1223,debit card,2024/02/03 20:31:24,18.64,approved
1224,1224,google pay,2023/06/18 19:19:24,29.24,approved
1225,1225,google pay,2023/05/04 12:21:48,14.97,approved
1226,1226,paypal,2023/12/01 07:33:48,24.96,approved
1227,1227,paypal,2023/07/27 11:09:48,40.09,approved
1228,1228,apple pay,2023/02/07 11:38:36,57.11,approved
1229,1229,credit card,2023/09/09 21:29:00,12.35,approved
1230,1230,google pay,2023/05/02 07:33:48,19.69,approved
1231,1231,credit card,2024/04/20 18:36:12,10.07,approved
1232,1232,google pay,2024/04/17 22:41:00,17.55,approved
1233,1233,apple pay,2023/12/30 21:14:36,39.22,approved
1234,1234,paypal,2023/10/14 20:17:00,15.95,approved
1235,1235,apple pay,2023/03/31 12:36:12,15.44,approved
1236,1236,apple pay,2024/01/04 12:21:48,29.42,approved
1237,1237,apple pay,2024/03/16 20:31:24,29.24,approved
1238,1238,apple pay,2023/03/02 21:43:24,33.19,approved
1239,1239,credit card,2023/10/27 20:17:00,17.86,approved
1240,1240,apple pay,2023/07/17 09:43:24,22.89,approved
1241,1241,credit card,2024/02/11 13:19:24,36.80,approved
1242,1242,google pay,2023/09/29 19:48:12,26.58,approved
1243,1243,credit card,2023/01/26 17:24:12,54.66,approved
1244,1244,apple pay,2024/02/09 15:43:24,25.74,approved
1245,1245,credit card,2023/11/03 12:36:12,0.00,cancelled
1246,1246,credit card,2023/06/11 17:09:48,32.93,pending
1247,1247,debit card,2023/11/01 15:29:00,10.44,pending
1248,1248,debit card,2023/01/16 10:12:12,32.82,pending
1249,1249,paypal,2024/03/17 07:05:00,41.34,pending
1250,1250,debit card,2023/12/17 11:53:00,11.28,approved
1251,1251,apple pay,2023/12/15 09:43:24,14.06,pending
1252,1252,apple pay,2023/02/13 22:12:12,23.91,approved
1253,1253,apple pay,2023/08/23 15:43:24,0.00,cancelled
1254,1254,credit card,2024/05/13 11:09:48,49.78,approved
1255,1255,apple pay,2023/07/22 16:12:12,41.51,approved
1256,1256,apple pay,2024/02/25 20:45:48,24.24,approved
1257,1257,debit card,2024/02/20 15:57:48,17.57,approved
1258,1258,credit card,2023/02/24 13:48:12,10.59,approved
1259,1259,google pay,2023/04/19 17:09:48,41.02,approved
1260,1260,apple pay,2024/03/03 12:36:12,36.67,approved
1261,1261,google pay,2023/01/28 12:36:12,33.04,approved
1262,1262,paypal,2023/06/24 17:09:48,9.33,approved
1263,1263,debit card,2024/03/07 20:45:48,7.05,approved
1264,1264,apple pay,2023/12/12 17:38:36,17.55,approved
1265,1265,debit card,2024/01/19 16:12:12,8.68,approved
1266,1266,debit card,2023/11/10 09:57:48,41.47,approved
1267,1267,credit card,2024/04/25 16:41:00,9.56,approved
1268,1268,apple pay,2023/04/17 09:00:12,34.01,approved
1269,1269,debit card,2024/01/08 09:57:48,14.01,approved
1270,1270,apple pay,2023/09/01 09:43:24,34.21,approved
1271,1271,google pay,2024/03/21 21:43:24,10.58,pending
1272,1272,paypal,2024/01/25 22:26:36,0.00,cancelled
1273,1273,paypal,2024/01/26 19:19:24,0.00,cancelled
1274,1274,apple pay,2023/03/13 13:48:12,13.11,pending
1275,1275,paypal,2023/10/04 09:43:24,36.53,pending
1276,1276,google pay,2023/10/16 18:21:48,15.21,approved
1277,1277,apple pay,2024/01/27 08:31:24,27.01,approved
1278,1278,apple pay,2024/04/13 20:17:00,14.15,approved
1279,1279,paypal,2023/03/04 20:02:36,54.52,approved
1280,1280,debit card,2023/05/29 21:43:24,13.76,approved
1281,1281,debit card,2023/05/28 11:24:12,36.47,approved
1282,1282,apple pay,2023/09/18 14:31:24,8.86,approved
1283,1283,google pay,2024/01/01 11:09:48,40.94,approved
1284,1284,debit card,2023/06/08 21:14:36,49.64,approved
1285,1285,paypal,2023/03/21 15:43:24,14.62,approved
1286,1286,paypal,2023/06/24 13:05:00,22.06,approved
1287,1287,credit card,2023/04/29 11:09:48,46.39,approved
1288,1288,google pay,2023/10/13 11:38:36,56.87,approved
1289,1289,credit card,2023/09/25 07:48:12,15.97,approved
1290,1290,apple pay,2023/11/07 09:00:12,25.51,approved
1291,1291,apple pay,2024/04/11 09:29:00,6.91,approved
1292,1292,google pay,2023/05/30 15:43:24,20.80,approved
1293,1293,google pay,2023/08/24 15:29:00,22.71,approved
1294,1294,debit card,2024/01/11 11:53:00,21.01,approved
1295,1295,debit card,2023/05/10 12:36:12,21.20,approved
1296,1296,debit card,2023/08/13 15:14:36,28.72,approved
1297,1297,apple pay,2023/06/22 09:57:48,55.94,approved
1298,1298,debit card,2023/09/08 19:33:48,40.07,approved
1299,1299,apple pay,2023/08/11 15:14:36,27.28,approved
1300,1300,credit card,2024/03/09 16:41:00,39.14,approved
1301,1301,debit card,2023/04/06 12:36:12,31.30,approved
1302,1302,credit card,2023/08/08 07:33:48,55.79,approved
1303,1303,google pay,2024/05/17 11:24:12,27.36,approved
1304,1304,apple pay,2023/06/14 22:12:12,26.84,approved
1305,1305,google pay,2024/03/08 19:05:00,53.24,approved
1306,1306,credit card,2023/01/24 15:00:12,22.67,approved
1307,1307,paypal,2023/11/08 19:19:24,19.58,approved
1308,1308,paypal,2023/06/12 08:02:36,53.53,approved
1309,1309,google pay,2024/05/15 10:41:00,20.14,approved
1310,1310,apple pay,2023/10/09 08:45:48,27.42,approved
1311,1311,debit card,2023/06/23 11:09:48,12.38,approved
1312,1312,google pay,2023/12/06 10:41:00,0.00,cancelled
1313,1313,credit card,2024/01/26 21:29:00,23.62,pending
1314,1314,google pay,2023/03/06 18:50:36,25.00,approved
1315,1315,debit card,2024/01/25 21:57:48,32.95,approved
1316,1316,credit card,2024/02/21 08:31:24,53.64,approved
1317,1317,debit card,2024/03/13 09:43:24,38.22,approved
1318,1318,apple pay,2023/08/04 15:29:00,17.34,approved
1319,1319,google pay,2023/04/03 18:36:12,11.01,approved
1320,1320,google pay,2023/12/21 22:26:36,49.98,approved
1321,1321,apple pay,2023/01/11 20:17:00,22.59,approved
1322,1322,google pay,2023/09/05 16:12:12,12.99,approved
1323,1323,google pay,2023/03/21 22:26:36,26.09,approved
1324,1324,credit card,2023/10/28 07:19:24,24.03,approved
1325,1325,apple pay,2024/01/02 09:29:00,7.66,approved
1326,1326,debit card,2024/03/03 22:41:00,42.72,approved
1327,1327,google pay,2024/03/11 16:55:24,45.21,approved
1328,1328,debit card,2023/05/24 18:36:12,35.22,approved
1329,1329,apple pay,2024/05/09 16:41:00,22.60,approved
1330,1330,google pay,2023/04/27 22:26:36,38.18,approved
1331,1331,google pay,2023/03/03 13:33:48,17.86,approved
1332,1332,apple pay,2023/10/13 09:14:36,7.43,approved
1333,1333,debit card,2023/12/11 16:41:00,6.30,pending
1334,1334,google pay,2023/09/26 10:26:36,35.45,pending
1335,1335,google pay,2023/08/28 15:29:00,22.54,approved
1336,1336,apple pay,2024/04/20 20:45:48,35.52,approved
1337,1337,google pay,2024/03/06 09:00:12,40.13,approved
1338,1338,debit card,2023/04/07 11:53:00,22.04,approved
1339,1339,google pay,2023/06/30 07:33:48,14.90,pending
1340,1340,credit card,2023/12/12 19:19:24,20.93,approved
1341,1341,credit card,2024/04/28 16:41:00,12.43,approved
1342,1342,debit card,2023/03/02 16:26:36,16.56,approved
1343,1343,apple pay,2023/01/18 06:50:36,14.29,approved
1344,1344,debit card,2023/03/17 10:26:36,0.00,cancelled
1345,1345,google pay,2023/10/17 15:29:00,40.19,pending
1346,1346,paypal,2023/03/31 20:02:36,38.86,pending
1347,1347,credit card,2024/01/03 21:29:00,30.92,approved
1348,1348,google pay,2023/12/17 17:38:36,25.47,approved
1349,1349,apple pay,2023/10/30 14:02:36,20.79,approved
1350,1350,credit card,2023/03/24 09:14:36,20.03,approved
1351,1351,google pay,2023/10/15 16:55:24,15.81,approved
1352,1352,paypal,2023/10/29 19:48:12,46.10,pending
1353,1353,apple pay,2023/03/17 15:14:36,32.73,approved
1354,1354,google pay,2023/01/21 09:00:12,13.21,pending
1355,1355,apple pay,2023/11/07 18:21:48,6.52,approved
1356,1356,apple pay,2023/01/11 08:45:48,51.00,pending
1357,1357,debit card,2023/11/30 21:57:48,34.30,approved
1358,1358,paypal,2023/02/05 09:29:00,11.13,pending
1359,1359,debit card,2024/02/17 20:45:48,27.20,pending
1360,1360,credit card,2024/02/06 21:14:36,39.23,approved
1361,1361,google pay,2023/04/18 20:02:36,35.61,pending
1362,1362,apple pay,2024/02/01 13:19:24,35.37,approved
1363,1363,paypal,2023/04/18 08:02:36,31.88,pending
1364,1364,debit card,2024/05/13 15:57:48,22.69,pending
1365,1365,google pay,2023/06/06 20:17:00,0.00,cancelled
1366,1366,paypal,2024/03/20 09:57:48,21.17,pending
1367,1367,google pay,2023/05/24 20:31:24,37.91,pending
1368,1368,paypal,2023/04/25 09:43:24,14.01,approved
1369,1369,paypal,2024/01/19 07:19:24,17.41,approved
1370,1370,google pay,2024/04/19 15:57:48,22.41,approved
1371,1371,paypal,2024/04/14 20:31:24,35.67,approved
1372,1372,credit card,2024/04/23 11:53:00,6.43,approved
1373,1373,apple pay,2023/09/13 11:53:00,24.54,approved
1374,1374,google pay,2023/01/24 13:19:24,19.00,approved
1375,1375,google pay,2023/06/15 19:05:00,17.93,approved
1376,1376,credit card,2023/05/23 21:00:12,51.06,approved
1377,1377,google pay,2023/05/11 16:12:12,19.55,approved
1378,1378,debit card,2023/06/13 15:57:48,18.22,approved
1379,1379,debit card,2023/05/14 15:29:00,17.15,approved
1380,1380,credit card,2023/02/03 09:43:24,7.43,approved
1381,1381,google pay,2023/06/10 19:05:00,18.43,approved
1382,1382,google pay,2023/01/19 13:05:00,40.37,approved
1383,1383,google pay,2023/12/13 07:33:48,16.59,approved
1384,1384,paypal,2023/05/25 09:29:00,28.34,approved
1385,1385,debit card,2023/07/17 16:12:12,8.64,approved
1386,1386,debit card,2023/01/22 13:19:24,16.21,approved
1387,1387,apple pay,2023/10/25 15:29:00,28.44,approved
1388,1388,apple pay,2023/11/07 22:41:00,27.07,approved
1389,1389,credit card,2024/03/15 12:07:24,33.09,approved
1390,1390,credit card,2023/09/04 15:57:48,26.61,approved
1391,1391,credit card,2023/10/05 15:14:36,23.19,approved
1392,1392,credit card,2024/04/07 13:33:48,7.64,approved
1393,1393,apple pay,2023/10/28 10:12:12,13.22,approved
1394,1394,paypal,2023/06/28 19:48:12,38.01,approved
1395,1395,apple pay,2023/05/13 11:24:12,35.50,approved
1396,1396,paypal,2024/04/29 21:57:48,17.73,approved
1397,1397,apple pay,2024/01/18 18:21:48,28.54,approved
1398,1398,paypal,2023/08/09 15:29:00,17.01,approved
1399,1399,debit card,2023/09/26 07:05:00,13.60,approved
1400,1400,paypal,2023/09/27 10:26:36,7.09,approved
1401,1401,paypal,2024/02/24 11:53:00,14.63,approved
1402,1402,google pay,2023/04/08 17:53:00,19.50,approved
1403,1403,credit card,2023/10/28 12:50:36,34.57,approved
1404,1404,google pay,2023/04/15 16:55:24,0.00,cancelled
1405,1405,paypal,2024/02/01 11:09:48,21.42,approved
1406,1406,google pay,2024/04/08 09:00:12,17.54,pending
1407,1407,debit card,2023/10/04 09:57:48,38.46,approved
1408,1408,google pay,2024/02/21 17:38:36,26.24,approved
1409,1409,debit card,2024/01/21 14:02:36,20.93,approved
1410,1410,google pay,2023/08/16 07:19:24,30.96,approved
1411,1411,paypal,2023/09/08 16:12:12,13.41,approved
1412,1412,credit card,2023/02/13 20:45:48,14.09,pending
1413,1413,google pay,2023/06/15 20:17:00,41.74,approved
1414,1414,credit card,2023/08/05 11:09:48,13.42,pending
1415,1415,paypal,2023/06/20 16:41:00,45.22,approved
1416,1416,credit card,2023/08/05 09:57:48,27.24,pending
1417,1417,credit card,2023/04/07 15:14:36,55.91,approved
1418,1418,debit card,2023/10/13 15:29:00,9.36,approved
1419,1419,google pay,2023/08/11 10:12:12,9.54,approved
1420,1420,apple pay,2023/12/08 20:45:48,18.42,approved
1421,1421,debit card,2024/03/02 09:14:36,21.54,pending
1422,1422,paypal,2024/04/09 10:41:00,22.14,approved
1423,1423,credit card,2024/02/14 21:57:48,22.28,approved
1424,1424,debit card,2023/06/23 08:45:48,11.61,pending
1425,1425,apple pay,2023/07/20 21:00:12,37.82,approved
1426,1426,google pay,2024/04/28 11:24:12,11.36,approved
1427,1427,paypal,2023/01/27 14:31:24,16.09,pending
1428,1428,apple pay,2023/09/20 10:41:00,33.82,pending
1429,1429,credit card,2023/10/13 07:33:48,8.20,approved
1430,1430,google pay,2023/01/30 18:21:48,44.93,pending
1431,1431,credit card,2024/04/11 13:33:48,27.07,approved
1432,1432,debit card,2023/01/01 19:33:48,47.23,approved
1433,1433,apple pay,2023/01/13 15:14:36,52.35,pending
1434,1434,paypal,2024/02/11 06:50:36,12.50,approved
1435,1435,credit card,2023/11/25 12:36:12,40.82,approved
1436,1436,debit card,2023/08/18 14:45:48,16.35,approved
1437,1437,apple pay,2023/11/28 15:14:36,15.02,approved
1438,1438,apple pay,2024/02/24 09:43:24,47.43,approved
1439,1439,credit card,2023/07/21 22:26:36,26.86,approved
1440,1440,debit card,2023/02/21 11:53:00,39.22,approved
1441,1441,paypal,2024/04/02 07:19:24,12.28,approved
