trip_id,passenger_id,driver_id,vehicle_id,start_address_id,end_address_id,start_date,end_date,trip_status,pricing_id,miles_travelled
954,1303,391,50,261,411,2023/03/25 18:57:36,2023/03/25 19:38:36,completed,3,20.96
955,788,252,17,690,466,2023/07/14 20:52:48,2023/07/14 21:23:48,completed,1,15.54
956,1208,190,11,589,312,2023/08/23 19:12:00,2023/08/23 19:50:00,completed,2,19.48
957,1085,41,124,202,159,2024/01/24 08:09:36,2024/01/24 08:25:36,in_progress,3,8.41
958,147,11,225,293,238,2023/08/08 22:19:12,2023/08/08 23:03:12,completed,3,22.33
959,457,327,244,28,301,2024/02/03 15:50:24,2024/02/03 16:30:24,completed,1,20.24
960,1286,72,29,459,140,2023/03/04 13:12:00,2023/03/04 13:35:00,completed,1,11.98
961,1287,73,59,596,524,2024/01/28 13:12:00,2024/01/28 13:35:00,completed,3,11.85
962,1288,387,143,553,64,2023/11/14 13:26:24,2023/11/14 13:37:24,completed,1,5.98
963,294,65,226,79,455,2023/01/13 19:55:12,2023/01/13 20:30:12,completed,3,17.73
964,834,339,164,241,688,2024/05/19 18:28:48,2024/05/19 18:48:48,completed,2,10.08
965,605,142,84,235,45,2023/05/03 10:48:00,2023/05/03 11:17:00,in_progress,3,14.60
966,433,155,117,530,224,2023/06/10 12:14:24,2023/06/10 12:37:24,completed,2,11.91
967,1294,151,204,220,429,2023/01/09 12:43:12,2023/01/09 12:55:12,in_progress,2,6.31
968,1302,27,145,127,338,2023/02/20 18:00:00,2023/02/20 18:38:00,completed,1,19.06
969,112,170,27,25,450,2023/10/24 09:50:24,2023/10/24 10:33:24,in_progress,1,21.57
970,1350,58,17,236,55,2023/10/25 20:24:00,2023/10/25 20:32:00,in_progress,1,4.26
971,1305,92,63,202,183,2023/03/22 07:55:12,2023/03/22 08:11:12,completed,1,8.26
972,1045,271,267,549,366,2023/04/10 16:48:00,2023/04/10 16:48:00,cancelled,3,0.00
973,1307,4,64,183,682,2024/02/04 18:57:36,2024/02/04 19:12:36,completed,2,7.73
974,1229,366,39,351,518,2023/05/19 15:21:36,2023/05/19 16:03:36,completed,3,21.05
975,1311,270,130,267,136,2023/02/01 22:48:00,2023/02/01 23:30:00,in_progress,2,21.11
976,633,10,115,32,127,2023/01/28 14:09:36,2023/01/28 14:38:36,completed,2,14.79
977,1314,316,45,380,613,2023/03/26 22:19:12,2023/03/26 22:35:12,completed,2,8.34
978,1254,29,216,575,109,2023/07/31 10:19:12,2023/07/31 10:48:12,completed,3,14.52
979,931,66,88,680,84,2024/01/12 22:04:48,2024/01/12 22:33:48,completed,1,14.76
980,1317,295,177,291,688,2023/04/22 16:33:36,2023/04/22 16:40:36,in_progress,3,3.84
981,1164,47,265,48,345,2023/02/20 20:38:24,2023/02/20 20:50:24,completed,2,6.43
982,181,307,105,12,612,2023/07/08 16:19:12,2023/07/08 16:47:12,completed,3,14.45
983,1457,385,171,631,648,2023/02/12 16:48:00,2023/02/12 16:58:00,in_progress,2,5.31
984,976,89,108,259,672,2023/01/12 14:52:48,2023/01/12 15:34:48,completed,1,21.24
985,936,176,161,396,441,2023/01/19 18:57:36,2023/01/19 19:39:36,completed,1,21.04
986,1327,37,283,159,308,2023/06/08 17:16:48,2023/06/08 17:25:48,in_progress,3,4.58
987,961,354,40,189,46,2023/06/02 09:50:24,2023/06/02 10:07:24,completed,1,8.75
988,1329,31,26,10,262,2023/06/12 14:24:00,2023/06/12 15:00:00,in_progress,2,18.11
989,1330,160,83,549,253,2023/01/13 21:21:36,2023/01/13 21:54:36,completed,2,16.70
990,665,256,173,552,466,2024/05/12 17:31:12,2024/05/12 18:15:12,completed,1,22.10
991,1335,94,173,586,599,2023/01/19 11:02:24,2023/01/19 11:14:24,completed,1,6.02
992,74,70,282,358,194,2023/12/15 10:19:12,2023/12/15 10:41:12,completed,1,11.09
993,1337,135,70,28,474,2023/01/02 11:16:48,2023/01/02 11:48:48,completed,3,16.31
994,1338,365,6,404,678,2024/04/02 18:00:00,2024/04/02 18:17:00,completed,3,8.75
995,1092,263,284,465,161,2024/02/16 14:24:00,2024/02/16 15:07:00,completed,2,21.79
996,678,86,195,45,321,2023/05/14 16:48:00,2023/05/14 17:27:00,completed,3,19.83
997,1198,102,13,536,142,2024/05/17 18:00:00,2024/05/17 18:36:00,completed,3,18.03
998,1344,140,63,539,651,2023/09/26 21:21:36,2023/09/26 21:51:36,in_progress,2,15.19
999,1402,352,13,351,631,2023/10/09 10:33:36,2023/10/09 11:13:36,in_progress,2,20.37
1000,1084,44,249,432,146,2024/02/01 13:26:24,2024/02/01 13:50:24,in_progress,1,12.29
1001,1347,249,144,2898,1190,2023/02/07 18:43:12,2023/02/07 19:21:12,in_progress,3,19.14
1002,1348,83,357,3085,346,2023/01/09 16:48:00,2023/01/09 17:00:00,in_progress,3,6.26
1003,1349,175,291,1162,3896,2023/08/08 16:04:48,2023/08/08 16:40:48,completed,2,18.02
1004,1350,223,144,1530,850,2023/07/31 10:04:48,2023/07/31 10:48:48,completed,1,22.00
1005,1351,250,370,1707,2834,2023/06/11 10:48:00,2023/06/11 11:22:00,completed,3,17.48
1006,1352,198,166,2700,3158,2023/08/25 16:33:36,2023/08/25 17:14:36,in_progress,3,20.73
1007,1353,350,356,1268,716,2024/04/28 10:33:36,2024/04/28 11:00:36,completed,3,13.92
1008,1354,136,127,816,28,2023/07/21 10:33:36,2023/07/21 10:50:36,completed,1,8.53
1009,1355,188,357,729,3434,2023/03/19 14:24:00,2023/03/19 15:06:00,completed,2,21.43
1010,1356,63,330,73,3606,2023/12/24 09:50:24,2023/12/24 10:29:24,completed,2,19.66
1011,1357,280,104,2516,2647,2024/04/26 16:19:12,2024/04/26 16:49:12,completed,1,15.38
1012,1358,366,38,2188,2289,2023/06/22 14:24:00,2023/06/22 14:54:00,completed,1,15.07
1013,1359,366,10,3124,2126,2024/05/15 10:33:36,2024/05/15 10:56:36,completed,3,11.92
1014,1375,122,221,3001,1226,2023/01/04 17:02:24,2023/01/04 17:09:24,completed,2,3.98
1015,1376,99,340,594,1251,2024/02/22 21:07:12,2024/02/22 21:38:12,in_progress,2,15.72
1016,1377,315,152,1993,207,2023/07/07 16:33:36,2023/07/07 17:08:36,completed,3,17.90
1017,1378,230,252,284,3374,2024/03/14 11:31:12,2024/03/14 12:03:12,in_progress,2,16.23
1018,1380,5,229,1809,2081,2024/04/06 11:02:24,2024/04/06 11:14:24,completed,3,6.49
1019,1382,312,25,3084,1333,2023/11/28 08:09:36,2023/11/28 08:25:36,in_progress,3,8.05
1020,1383,363,380,2431,1656,2023/09/19 20:52:48,2023/09/19 21:01:48,completed,2,4.52
1021,1385,370,177,3318,199,2023/03/27 21:07:12,2023/03/27 21:39:12,in_progress,2,16.05
1022,1386,229,295,3232,1871,2023/06/01 11:31:12,2023/06/01 12:05:12,in_progress,1,17.06
1023,1387,95,39,1015,2819,2024/01/18 17:31:12,2024/01/18 17:59:12,completed,1,14.43
1024,1390,169,76,2921,2066,2023/07/06 21:07:12,2023/07/06 21:34:12,completed,3,13.95
1025,1392,4,142,3904,3710,2023/11/15 19:26:24,2023/11/15 20:04:24,in_progress,3,19.01
1026,1393,224,178,3138,1715,2023/12/10 17:16:48,2023/12/10 17:28:48,completed,3,6.16
1027,1394,247,192,2505,1573,2024/05/07 12:28:48,2024/05/07 13:02:48,completed,2,17.34
1028,1395,251,83,3212,2524,2023/02/15 18:00:00,2023/02/15 18:11:00,in_progress,3,5.82
1029,1396,191,64,1245,128,2023/05/13 16:19:12,2023/05/13 16:46:12,in_progress,1,13.90
1030,1397,37,373,1849,1662,2023/11/03 08:24:00,2023/11/03 08:40:00,completed,2,8.22
1031,1398,320,56,1022,740,2023/02/05 20:38:24,2023/02/05 20:57:24,completed,3,9.78
1032,1399,265,115,3216,2849,2024/03/02 10:04:48,2024/03/02 10:14:48,completed,1,5.28
1033,1400,78,175,1792,751,2023/09/11 20:52:48,2023/09/11 21:20:48,completed,1,14.43
1034,1401,155,271,1555,3942,2023/08/27 18:14:24,2023/08/27 18:22:24,in_progress,2,4.29
1035,1402,104,173,212,2418,2023/01/22 16:19:12,2023/01/22 16:54:12,in_progress,2,17.58
1036,1403,74,357,1169,2464,2023/06/10 16:19:12,2023/06/10 16:57:12,in_progress,3,19.42
1037,1404,271,335,3012,1252,2024/03/04 12:28:48,2024/03/04 12:45:48,in_progress,3,8.54
1038,1405,99,153,2502,1239,2024/04/05 17:31:12,2024/04/05 17:58:12,in_progress,2,13.61
1039,1407,142,236,1703,2064,2024/01/24 09:07:12,2024/01/24 09:07:12,cancelled,1,0.00
1040,1408,221,291,754,1942,2023/10/27 08:52:48,2023/10/27 09:28:48,completed,1,18.16
1041,1410,305,287,2113,331,2023/04/24 07:55:12,2023/04/24 08:39:12,completed,1,22.37
1042,1412,16,97,372,2595,2023/08/22 17:45:36,2023/08/22 17:52:36,in_progress,2,3.95
1043,1413,334,385,1653,2779,2024/05/06 14:38:24,2024/05/06 15:10:24,completed,2,16.48
1044,1414,291,276,2944,3255,2024/05/13 11:02:24,2024/05/13 11:27:24,completed,3,12.93
1045,1415,163,317,1569,2081,2023/08/22 21:07:12,2023/08/22 21:27:12,in_progress,2,10.12
1046,1416,115,22,2388,3238,2023/12/11 20:24:00,2023/12/11 20:31:00,in_progress,2,3.55
1047,1417,160,72,1901,2805,2023/10/11 14:09:36,2023/10/11 14:51:36,completed,1,21.30
1048,1418,88,130,2193,2132,2023/06/02 16:19:12,2023/06/02 16:30:12,in_progress,2,5.62
1049,1420,391,370,1133,3950,2023/11/26 11:02:24,2023/11/26 11:02:24,cancelled,1,0.00
1050,1421,99,181,3655,3505,2023/01/22 17:45:36,2023/01/22 17:58:36,completed,2,6.97
1051,1422,327,214,41,2274,2023/10/18 15:21:36,2023/10/18 15:42:36,completed,1,10.93
1052,1423,317,372,3568,1455,2024/01/02 22:04:48,2024/01/02 22:04:48,cancelled,1,0.00
1053,1425,391,304,3391,3923,2023/12/05 11:31:12,2023/12/05 11:45:12,completed,2,7.25
1054,1426,237,169,424,2321,2023/07/01 13:55:12,2023/07/01 14:16:12,completed,2,10.52
1055,1427,377,50,3299,2388,2023/06/13 13:26:24,2023/06/13 13:48:24,completed,1,11.15
1056,1428,220,49,324,823,2024/03/25 21:50:24,2024/03/25 22:24:24,in_progress,2,17.32
1057,1430,151,116,3875,1742,2023/03/21 13:12:00,2023/03/21 13:21:00,in_progress,3,4.52
1058,1431,16,368,414,3228,2024/01/10 12:14:24,2024/01/10 12:54:24,in_progress,1,20.21
1059,1434,51,24,2309,235,2024/02/09 21:50:24,2024/02/09 22:00:24,completed,1,5.20
1060,1435,134,12,636,2016,2023/12/18 20:52:48,2023/12/18 21:29:48,in_progress,1,18.81
1061,1436,187,76,2774,1328,2023/03/24 19:12:00,2023/03/24 19:19:00,completed,1,3.75
1062,1437,381,29,3333,1603,2023/09/06 07:12:00,2023/09/06 07:55:00,completed,3,21.85
1063,1439,22,165,2001,2919,2023/07/02 17:45:36,2023/07/02 18:22:36,in_progress,1,18.68
1064,1440,9,94,3913,248,2024/01/27 13:55:12,2024/01/27 14:22:12,in_progress,3,13.52
1065,1441,55,8,2650,2127,2023/03/08 14:52:48,2023/03/08 15:20:48,in_progress,1,14.25
1066,1442,322,170,662,1572,2023/06/20 15:07:12,2023/06/20 15:28:12,in_progress,1,10.83
1067,1443,61,17,300,1743,2024/01/18 18:43:12,2024/01/18 19:04:12,in_progress,1,10.98
1068,1444,51,364,1691,1070,2023/10/16 19:55:12,2023/10/16 20:15:12,in_progress,2,10.28
1069,1445,51,43,1659,2180,2024/03/09 11:45:36,2024/03/09 12:23:36,in_progress,1,19.13
1070,1446,167,15,345,3519,2023/09/13 13:55:12,2023/09/13 14:24:12,completed,1,14.77
1071,1447,277,394,1590,3276,2023/03/06 14:09:36,2023/03/06 14:43:36,completed,1,17.11
1072,1448,70,134,2377,3095,2023/07/31 18:28:48,2023/07/31 19:02:48,in_progress,1,17.19
1073,1449,57,169,2079,571,2023/07/08 16:33:36,2023/07/08 16:53:36,completed,1,10.07
1074,1450,7,375,3650,2291,2023/02/06 20:52:48,2023/02/06 21:18:48,in_progress,3,13.49
1075,1451,257,42,2450,1392,2023/06/24 14:24:00,2023/06/24 15:03:00,completed,1,19.99
1076,1452,104,265,57,1037,2024/03/13 13:40:48,2024/03/13 13:50:48,completed,2,5.00
1077,1453,23,400,2191,2137,2023/12/18 21:07:12,2023/12/18 21:20:12,completed,2,6.67
1078,1454,137,270,1229,488,2023/08/28 18:14:24,2023/08/28 18:54:24,completed,1,20.29
1079,1455,333,198,3573,3421,2024/05/03 14:24:00,2024/05/03 14:49:00,completed,1,12.79
1080,1457,162,83,1497,3726,2024/04/16 09:36:00,2024/04/16 10:20:00,completed,2,22.07
1081,1458,200,260,353,3647,2023/07/17 19:55:12,2023/07/17 20:06:12,completed,1,5.96
1082,1460,319,339,3830,845,2024/02/15 18:43:12,2024/02/15 19:14:12,completed,3,15.74
1083,1461,277,251,2525,3767,2023/02/02 08:38:24,2023/02/02 09:10:24,completed,2,16.08
1084,1462,333,340,2520,417,2023/01/27 17:31:12,2023/01/27 17:38:12,in_progress,1,3.99
1085,1464,271,369,2826,698,2023/07/18 10:48:00,2023/07/18 11:19:00,completed,2,15.71
1086,1465,363,170,1831,2732,2023/02/05 20:09:36,2023/02/05 20:17:36,in_progress,3,4.09
1087,1466,180,323,1758,1089,2024/04/16 19:26:24,2024/04/16 19:36:24,in_progress,2,5.46
1088,1468,158,146,3112,2939,2024/05/01 21:36:00,2024/05/01 21:51:00,completed,3,7.71
1089,1469,32,182,2086,1839,2023/02/17 14:24:00,2023/02/17 15:07:00,in_progress,3,21.66
1090,1470,63,265,1139,640,2023/10/18 12:14:24,2023/10/18 12:30:24,completed,1,8.02
1091,1471,18,71,3223,1421,2023/12/24 09:21:36,2023/12/24 09:21:36,cancelled,1,0.00
1092,1472,115,101,2075,1897,2023/01/04 14:09:36,2023/01/04 14:33:36,in_progress,2,12.47
1093,1473,181,283,1876,796,2023/03/26 12:28:48,2023/03/26 12:36:48,completed,1,4.03
1094,1492,146,307,3388,383,2023/10/14 16:33:36,2023/10/14 17:07:36,completed,2,17.00
1095,1493,263,304,1496,1472,2024/02/02 20:09:36,2024/02/02 20:40:36,completed,1,15.79
1096,1494,102,330,3039,61,2023/04/04 07:55:12,2023/04/04 08:24:12,completed,1,14.68
1097,1495,249,256,3554,3429,2023/07/06 16:04:48,2023/07/06 16:22:48,in_progress,2,9.43
1098,1496,385,15,2073,1725,2023/06/01 08:52:48,2023/06/01 09:23:48,in_progress,2,15.90
1099,1499,301,154,1060,1882,2023/04/10 13:40:48,2023/04/10 13:54:48,in_progress,1,7.49
1100,1500,217,56,2939,2405,2024/03/15 10:48:00,2024/03/15 11:01:00,in_progress,3,6.75
1101,596,30,393,1130,1381,2023/08/12 09:21:36,2023/08/12 09:32:36,in_progress,1,5.85
1102,96,39,183,146,3530,2023/04/01 14:24:00,2023/04/01 14:40:00,in_progress,2,8.05
1103,720,308,2,1701,1509,2023/07/24 17:31:12,2023/07/24 18:04:12,completed,1,16.88
1104,773,331,206,2274,3724,2024/04/24 15:07:12,2024/04/24 15:41:12,completed,3,17.50
1105,1062,383,102,1104,94,2023/11/16 22:04:48,2023/11/16 22:48:48,in_progress,1,22.42
1106,1315,354,160,340,177,2023/12/08 21:07:12,2023/12/08 21:48:12,completed,1,20.55
1107,642,249,323,1362,3616,2023/07/22 12:14:24,2023/07/22 12:24:24,in_progress,2,5.44
1108,236,243,9,71,1472,2023/07/28 10:04:48,2023/07/28 10:14:48,completed,2,5.28
1109,1396,165,296,2652,3337,2023/10/18 09:21:36,2023/10/18 10:02:36,completed,1,20.80
1110,945,341,327,1653,2161,2023/07/25 11:02:24,2023/07/25 11:21:24,completed,2,9.89
1111,1036,224,125,248,3497,2023/03/20 13:12:00,2023/03/20 13:45:00,completed,2,16.93
1112,232,72,106,1333,2268,2023/04/18 08:24:00,2023/04/18 08:55:00,completed,2,15.85
1113,352,36,327,2778,247,2024/01/23 15:21:36,2024/01/23 15:31:36,in_progress,1,5.39
1114,479,386,399,3505,1917,2023/07/09 19:55:12,2023/07/09 20:32:12,in_progress,1,18.56
1115,1148,322,283,924,2031,2024/03/29 10:33:36,2024/03/29 10:50:36,in_progress,2,8.69
1116,178,275,285,69,978,2023/03/24 18:14:24,2023/03/24 18:49:24,in_progress,3,17.87
1117,1113,300,234,1692,2216,2023/07/30 12:00:00,2023/07/30 12:00:00,cancelled,1,0.00
1118,276,176,380,463,729,2024/04/06 20:24:00,2024/04/06 20:50:00,completed,3,13.10
1119,1249,153,119,864,1718,2024/04/12 13:55:12,2024/04/12 14:27:12,in_progress,3,16.33
1120,778,39,343,1530,3599,2024/01/24 18:57:36,2024/01/24 19:05:36,in_progress,1,4.22
1121,1028,79,383,2000,3169,2023/05/06 13:26:24,2023/05/06 13:44:24,in_progress,1,9.48
1122,1323,120,86,1188,846,2024/02/05 09:07:12,2024/02/05 09:14:12,completed,2,3.52
1123,339,79,99,1073,1639,2023/07/24 17:02:24,2023/07/24 17:28:24,in_progress,1,13.34
1124,656,256,203,449,3102,2023/03/21 17:45:36,2023/03/21 18:28:36,completed,1,21.76
1125,1377,292,366,2107,275,2023/06/29 07:26:24,2023/06/29 07:35:24,completed,2,4.58
1126,1410,351,172,2944,1153,2023/10/14 13:55:12,2023/10/14 14:10:12,completed,3,7.98
1127,159,220,160,150,1276,2023/05/05 12:43:12,2023/05/05 13:00:12,in_progress,2,8.96
1128,425,200,365,3582,1043,2023/01/04 07:12:00,2023/01/04 07:51:00,completed,1,19.63
1129,1212,361,221,1618,2301,2023/05/01 13:12:00,2023/05/01 13:32:00,completed,2,10.22
1130,1049,378,90,592,3367,2024/01/29 11:02:24,2024/01/29 11:21:24,in_progress,1,9.78
1131,53,108,173,1617,2757,2024/05/22 10:19:12,2024/05/22 10:46:12,completed,3,13.55
1132,1221,174,71,3061,2339,2024/05/12 13:55:12,2024/05/12 14:32:12,in_progress,2,18.61
1133,297,179,211,1344,3766,2024/04/08 07:40:48,2024/04/08 08:13:48,completed,2,16.63
1134,1078,123,273,3222,3181,2023/08/09 20:38:24,2023/08/09 20:45:24,completed,3,3.68
1135,746,80,107,1793,3109,2023/01/28 17:02:24,2023/01/28 17:14:24,in_progress,2,6.10
1136,515,294,292,1162,2871,2023/08/24 21:36:00,2023/08/24 21:59:00,in_progress,3,11.97
1137,632,395,265,1478,910,2024/01/17 19:55:12,2024/01/17 20:31:12,completed,2,18.08
1138,349,219,359,3392,1609,2023/07/06 17:45:36,2023/07/06 17:53:36,completed,3,4.29
1139,1144,21,62,238,3493,2024/03/03 22:19:12,2024/03/03 22:51:12,completed,3,16.36
1140,528,48,245,57,1893,2024/03/15 21:07:12,2024/03/15 21:43:12,in_progress,3,18.17
1141,1264,369,158,458,1310,2023/03/16 12:00:00,2023/03/16 12:16:00,completed,2,8.14
1142,400,306,43,581,2861,2023/08/13 22:19:12,2023/08/13 22:42:12,completed,1,11.77
1143,630,272,245,1316,3072,2023/03/17 21:07:12,2023/03/17 21:17:12,in_progress,3,5.49
1144,1352,243,163,388,3989,2023/06/30 20:38:24,2023/06/30 21:14:24,completed,1,18.30
1145,58,76,34,3465,682,2024/01/22 18:00:00,2024/01/22 18:12:00,completed,1,6.09
1146,578,385,384,3455,259,2024/02/27 13:12:00,2024/02/27 13:23:00,completed,1,5.59
1147,1417,248,278,928,870,2023/08/16 08:09:36,2023/08/16 08:20:36,in_progress,1,5.58
1148,1403,40,195,3584,89,2023/08/10 14:09:36,2023/08/10 14:39:36,completed,3,15.39
1149,788,185,107,830,3415,2024/05/17 13:40:48,2024/05/17 14:22:48,in_progress,3,21.13
1150,306,301,77,490,522,2023/03/08 16:48:00,2023/03/08 16:57:00,completed,1,4.75
1151,653,261,125,3741,2280,2023/06/15 21:36:00,2023/06/15 22:07:00,completed,3,15.74
1152,604,15,112,2370,491,2023/03/27 16:04:48,2023/03/27 16:04:48,cancelled,2,0.00
1153,928,83,121,450,2515,2023/09/17 16:04:48,2023/09/17 16:39:48,completed,3,17.51
1154,820,148,312,1785,1736,2023/09/22 07:40:48,2023/09/22 08:03:48,completed,2,11.89
1155,1113,65,24,12,866,2023/10/21 21:36:00,2023/10/21 21:47:00,completed,2,5.54
1156,840,383,297,3078,2900,2023/05/18 10:04:48,2023/05/18 10:15:48,completed,2,5.65
1157,384,23,234,3428,2423,2023/10/21 08:24:00,2023/10/21 09:01:00,completed,1,18.61
1158,86,265,259,1491,1750,2023/09/30 18:28:48,2023/09/30 19:02:48,in_progress,1,17.02
1159,93,214,146,92,3057,2023/05/20 13:12:00,2023/05/20 13:24:00,completed,2,6.24
1160,785,44,299,3167,1731,2023/09/24 21:07:12,2023/09/24 21:24:12,completed,1,8.69
1161,280,25,162,3973,1342,2023/06/02 17:31:12,2023/06/02 17:43:12,completed,2,6.02
1162,1021,231,272,2781,182,2023/01/25 09:50:24,2023/01/25 10:22:24,in_progress,3,16.02
1163,1209,249,398,1542,2964,2023/11/27 20:09:36,2023/11/27 20:52:36,in_progress,3,21.90
1164,945,196,191,2680,770,2024/04/06 09:21:36,2024/04/06 09:46:36,completed,2,12.99
1165,216,109,220,2337,3462,2024/04/28 10:19:12,2024/04/28 10:49:12,completed,2,15.08
1166,846,26,282,3639,592,2023/05/06 17:45:36,2023/05/06 18:00:36,in_progress,1,7.69
1167,525,236,293,3243,3947,2024/02/14 17:31:12,2024/02/14 17:41:12,in_progress,3,5.20
1168,972,199,221,3531,2902,2024/03/17 15:21:36,2024/03/17 15:50:36,in_progress,3,14.91
1169,1439,353,262,2305,758,2023/08/10 07:12:00,2023/08/10 07:19:00,completed,3,3.79
1170,424,140,312,1219,3231,2023/07/28 21:21:36,2023/07/28 21:51:36,in_progress,1,15.46
1171,327,319,398,716,2500,2023/11/30 16:48:00,2023/11/30 16:59:00,in_progress,3,5.71
1172,1348,327,291,2987,3391,2023/08/13 15:21:36,2023/08/13 15:45:36,in_progress,1,12.31
1173,1451,24,79,3562,1618,2024/01/03 18:57:36,2024/01/03 19:14:36,in_progress,3,8.98
1174,221,127,77,2162,2286,2023/06/24 10:33:36,2023/06/24 10:59:36,completed,1,13.01
1175,579,104,130,45,619,2024/02/28 09:21:36,2024/02/28 09:38:36,completed,2,8.67
1176,918,164,288,3035,1569,2023/05/31 17:31:12,2023/05/31 18:15:12,completed,1,22.23
1177,406,154,358,2634,1864,2023/12/01 18:28:48,2023/12/01 18:38:48,completed,1,5.45
1178,506,213,123,1409,597,2023/08/11 11:45:36,2023/08/11 11:58:36,completed,2,6.61
1179,914,383,288,3307,342,2023/05/19 13:26:24,2023/05/19 14:07:24,completed,3,20.52
1180,575,179,349,3213,1975,2023/09/22 16:48:00,2023/09/22 17:26:00,completed,2,19.20
1181,239,305,400,3113,3788,2024/04/01 09:21:36,2024/04/01 10:04:36,completed,1,21.53
1182,712,303,48,3681,2446,2023/03/11 17:02:24,2023/03/11 17:20:24,completed,1,9.03
1183,908,22,197,1951,2403,2024/03/22 08:52:48,2024/03/22 09:27:48,in_progress,3,17.87
1184,1169,186,261,1797,453,2024/04/03 16:04:48,2024/04/03 16:33:48,in_progress,2,14.70
1185,985,211,250,1809,41,2023/04/05 14:52:48,2023/04/05 14:52:48,cancelled,2,0.00
1186,831,195,179,1739,780,2024/05/21 16:19:12,2024/05/21 17:02:12,completed,2,21.61
1187,981,262,350,1488,3546,2023/05/11 18:43:12,2023/05/11 18:56:12,completed,1,6.70
1188,913,272,40,1424,16,2023/11/17 16:33:36,2023/11/17 17:16:36,in_progress,3,21.58
1189,1225,232,115,3141,2836,2023/04/27 11:16:48,2023/04/27 11:30:48,in_progress,2,7.23
1190,354,85,291,1851,283,2023/03/16 10:19:12,2023/03/16 10:32:12,in_progress,3,6.62
1191,728,339,292,372,1085,2024/02/16 20:38:24,2024/02/16 20:56:24,in_progress,1,9.47
1192,1135,346,343,2028,260,2023/08/10 15:36:00,2023/08/10 16:03:00,in_progress,3,13.79
1193,503,380,34,1427,3594,2023/09/08 15:50:24,2023/09/08 16:07:24,in_progress,2,9.00
1194,788,393,5,2971,1058,2023/02/09 17:02:24,2023/02/09 17:30:24,completed,3,14.39
1195,89,185,380,3766,2709,2023/09/22 19:40:48,2023/09/22 19:54:48,completed,1,7.08
1196,633,342,312,2975,1141,2024/04/15 09:50:24,2024/04/15 10:00:24,in_progress,2,5.49
1197,1305,266,347,171,1149,2024/03/31 22:48:00,2024/03/31 23:23:00,completed,3,17.66
1198,908,325,120,917,2047,2023/12/08 18:00:00,2023/12/08 18:21:00,in_progress,2,10.98
1199,212,173,318,1633,387,2024/03/27 20:52:48,2024/03/27 21:17:48,completed,2,12.97
1200,14,1,236,1701,1179,2023/09/28 12:57:36,2023/09/28 13:24:36,in_progress,1,13.64
1201,74,344,75,650,675,2024/02/07 13:55:12,2024/02/07 14:04:12,in_progress,3,4.75
1202,111,268,12,3723,2494,2023/12/05 22:33:36,2023/12/05 23:02:36,completed,2,14.80
1203,1338,250,143,404,1972,2024/03/27 16:19:12,2024/03/27 16:48:12,in_progress,1,14.68
1204,659,54,257,372,2959,2023/02/13 13:40:48,2023/02/13 13:51:48,completed,1,5.91
1205,793,21,285,1606,3438,2023/01/25 19:12:00,2023/01/25 19:42:00,completed,1,15.37
1206,887,253,156,1212,120,2023/03/29 14:52:48,2023/03/29 15:04:48,in_progress,2,6.32
1207,432,393,238,2036,1088,2024/02/08 07:40:48,2024/02/08 08:20:48,in_progress,2,20.16
1208,547,342,77,392,1905,2024/02/08 19:26:24,2024/02/08 20:05:24,completed,3,19.96
1209,263,91,377,363,3607,2024/01/31 14:52:48,2024/01/31 15:12:48,completed,1,10.34
1210,716,372,238,1605,339,2023/08/20 13:26:24,2023/08/20 13:35:24,in_progress,3,4.91
1211,1237,195,93,3871,1233,2023/08/03 21:07:12,2023/08/03 21:17:12,completed,1,5.16
1212,1024,49,73,258,3063,2024/04/06 08:24:00,2024/04/06 08:59:00,in_progress,1,17.96
1213,1169,16,378,3394,3928,2023/08/10 16:19:12,2023/08/10 16:57:12,in_progress,1,19.19
1214,1285,381,269,3441,494,2024/04/10 22:33:36,2024/04/10 23:15:36,in_progress,1,21.15
1215,1054,316,199,1773,2667,2023/04/21 09:07:12,2023/04/21 09:48:12,in_progress,2,20.56
1216,1112,94,336,2870,1204,2023/04/12 14:52:48,2023/04/12 15:01:48,in_progress,3,4.87
1217,269,180,352,3666,3797,2023/10/27 16:04:48,2023/10/27 16:29:48,completed,2,12.79
1218,65,132,369,3844,362,2024/02/29 20:09:36,2024/02/29 20:09:36,cancelled,1,0.00
1219,1152,86,281,616,3783,2023/01/13 12:00:00,2023/01/13 12:39:00,in_progress,3,19.77
1220,1414,52,359,1790,783,2023/03/18 10:19:12,2023/03/18 10:31:12,in_progress,2,6.44
1221,1254,295,310,469,2815,2023/07/01 06:57:36,2023/07/01 07:39:36,completed,2,21.32
1222,1229,317,125,1614,643,2023/09/02 14:52:48,2023/09/02 15:31:48,completed,1,19.72
1223,169,81,376,3783,3097,2024/02/03 20:38:24,2024/02/03 20:50:24,in_progress,3,6.27
1224,477,389,183,2899,1973,2023/06/18 19:26:24,2023/06/18 19:47:24,completed,3,10.55
1225,1445,215,188,2165,148,2023/05/04 12:28:48,2023/05/04 12:37:48,in_progress,3,4.69
1226,1344,18,317,3859,663,2023/12/01 07:40:48,2023/12/01 08:18:48,in_progress,1,19.23
1227,639,124,114,1862,2840,2023/07/27 11:16:48,2023/07/27 11:46:48,completed,3,15.10
1228,899,295,378,2929,3156,2023/02/07 11:45:36,2023/02/07 12:29:36,in_progress,3,22.34
